id_director,"name","bio_es","bio_en",published,"filepic1","created_ts","updated_ts"
451,"Adrian  Sitaru ","Nacido en Rumania en 1971, egresó como director de cine y TV en la Universidad de Teatro y Cine I.L. Caragiale de Bucarest. Fue asistente de dirección de Costa-Gavras, y dirigió numerosos cortometrajes, entre ellos Tom Waits - Live in My Room (1999), Waves (2007), Lord y The Cage (ambos de 2010). Por su primer largometraje, Hooked (2008), Maria Dinulescu ganó el premio a mejor actriz del Bafici ‘09.","Born in Romania in 1971, he graduated in Film and TV Direction at the I.L. Caragiale Film and Theater College in Bucharest. He was an assistant director for Costa-Gavras, and directed many short films, including Tom Waits - Live in My Room (1999), Waves (2007), Lord and The Cage (both in 2010). Maria Dinulescu won the Best Actress award at Bafici ‘09 for his first feature film Hooked (2008). ",1,"adrian_sitaru_1.jpg","2012-03-13 14:16:05","2012-03-13 14:16:05"
452,"Justin Kurzel","Nació en Gawler, Australia, en 1974 y se formó en el Instituto Nacional de Arte Dramático. Además, estudió dirección de cine en la Universidad Victoriana de Artes, donde presentó como trabajo de graduación el cortometraje Blue Tongue (2005). Snowtown es su primer largometraje.
","He was born in Gawler, Australia, in 1974 and trained at the National Institute of Dramatic Arts. He also studied Filmmaking at the Victorian University of Arts, where he presented his graduation assignment, the short film Blue Tongue (2005). Snowtown is his first film.
",1,"justin_kurzel_1.jpg","2012-03-13 14:16:24","2012-03-13 14:16:24"
453,"Elisa  Eliash","Nació en Santiago, Chile, en 1984 y estudió en la Escuela de Cine de Chile. Luego de varios cortometrajes, realizó su primer largo, Mami te amo (2008; Bafici ‘09). Se desempeñó como docente en el Centro Cultural Palacio La Moneda y en el Centro Cultural de España. 
","She was born in Santiago, Chile, in 1984 and studied at the Chile Film School. After making several short films, she directed her first film, I Love You Mum (2008; Bafici ‘09). She worked as a teacher at the Palacio La Moneda Cultural Center and the Spanish Cultural Center. 
",1,"elisa_eliash_1.jpg","2012-03-13 14:17:18","2012-03-13 14:17:18"
454,"Ezequiel  Yanco","Nacido en 1976 en Buenos Aires, se graduó en la carrera de Historia de la UBA, fue docente e hizo crítica de cine. Codirigió con Marcelo Pitrola el corto Feliz Navidad (2009), ganador del concurso del Fondo Nacional de las Artes. Actualmente produce su cortometraje La piel muda, seleccionado en Historias breves, y escribe el guión del largo de ficción Glew.","Born in 1976 in Buenos Aires, he majored in History at the UBA, and worked as a profesor and film critic. Together with Marcelo Pitrola he co-directed the short film Feliz Navidad (2009), winner of the National Arts Fund competition. He’s currently producing his next short La piel muda, which was selected for Historias breves, and writing the script for his fiction film Glew.",1,"ezequiel_yanco_1.jpg","2012-03-13 14:17:27","2012-03-13 14:17:27"
455,"Václav Kadrnka","Nació en 1973 en Zlín, Checoslovaquia (actual Republica Checa), y en 1988 emigró junto a su madre al Reino Unido. Al regresar a su país trabajó como asistente de dirección y estudió en la Escuela de Cine y Televisión de la Academia de Artes de Praga. Dirigió Passengers (2002) y Elegy of Wood (2009), entre muchos otros cortometrajes. ","He was born in 1973 in Zlin, Czechoslovakia (currently Czech Republic), and in 1988 moved with his mother to the UK. Back in his country, he worked as an assistant director and studied at the School of Film and TV in the Arts Academy of Prague. He directed Passengers (2002) and Elegy of Wood (2009), among many other short films. ",1,"vaclav_kadrnka_1.jpg","2012-03-13 14:18:16","2012-03-13 14:18:16"
456,"Cristián Jiménez","Nació en Valdivia, Chile, en 1975. Estudió sociología en las universidades Católica y de Heidelberg, y en la Escuela de Economía de Londres. Dirigió los cortometrajes El tesoro de los caracoles (2004) y XX (2006), así como el largometraje Ilusiones ópticas (2009), exhibido en el Festival de San Sebastián, entre otros.
","He was born in Valdivia, Chile, in 1975. He studied Sociology at the Católica and Heidelberg universities, and in the London School of Economics. He directed the short films El tesoro de los caracoles (2004) and XX (2006), as well as the full-length film Optical Illusions (2009), screened at the San Sebastián Film Festival, among others.
",1,"cristian_jimenez_1.jpg","2012-03-13 14:18:16","2012-03-13 14:18:16"
457,"Alison Murray","Nacida en Nova Scotia, Canadá, estudió cine en el Royal College of Art de Londres. Dirigió, entre otros, los cortometrajes Kissy Suzuki Suck (1992) y Pantyhead (1995), los documentales Train on the Brain (2000) y Carny (2008, Bafici ‘09), y el largometraje de ficción Mouth to Mouth (2005).
","Born in Nova Scotia, Canada, she studied Film at the Royal College of Art in London. She directed, among others, the shorts Kissy Suzuki Suck (1992) and Pantyhead (1995); the documentaries Train on the Brain (2000) and Carny (2008, Bafici ‘09); and the fiction feature Mouth to Mouth (2005).",1,"alison_murray_1.jpg","2012-03-13 14:18:43","2012-03-13 14:18:43"
458,"Oskar  Alegria","Nació en Pamplona, España, en 1973. Dirigió la serie de documentales Maestros de la cocina vasca y el corto Architecture et Nourriture (2011). Es profesor de documentales en la Universidad de Navarra, escribe sobre viajes en el periódico El País y lleva a cabo un proyecto artístico de fotografías urbanas llamado “Las ciudades visibles”.
","He was born in Pamplona, Spain, in 1973. He directed the documentary series Maestros de la cocina vasca and the short Architecture et Nourriture (2011). He’s a documentary teacher in the University of Navarra, writes travel chronicles for El País newspaper and is carrying on an artistic project of urban photography called “The Visible Cities”.",1,"oskar_alegria_1.jpg","2012-03-13 14:19:08","2012-03-13 14:19:08"
459,"Radu  Jude","Nació en Bucarest, Rumania, en 1977. Se graduó como realizador de cine en la Universidad de Medios de Bucarest. Dirigió los cortos Wrestling (2003), The Black Sea (2004), The Tube with a Hat (2006), In the Morning y Alexandra (ambos de 2008), además del largometraje The Happiest Girl in the World (2009; Bafici ‘10).","He was born in Bucharest, Romania, in 1977. He majored in Filmmaking at the Media College in Bucharest. He directed the shorts Wrestling (2003), The Black Sea (2004), The Tube with a Hat (2006), In the Morning and Alexandra (both in 2008), as well as the feature film The Happiest Girl in the World (2009; Bafici ‘10).",1,"radu_jude_1.jpg","2012-03-13 14:19:16","2012-03-13 14:19:16"
460,"Melanie  Shatzky ","Nacida en 1976 en Montreal, Canadá, se graduó en la Escuela de Artes Visuales de Nueva York. Junto a Cassidy, han codirigido los cortometrajes God Provides y The Delaware Project (ambos de 2007) y el largo documental The Patron Saints (2011).
","Born in 1976 in Montreal, Canada, she graduated from New York School of Visual Arts. Together with Cassidy, they co-directed the short films God Provides and The Delaware Project (both in 2007) and the documentary feature The Patron Saints (2011).",1,"melanie_shatzky_1.jpg","2012-03-13 14:19:58","2012-03-13 14:19:58"
461,"Juan Ignacio F. Hoppe","Nacido en Montevideo, Uruguay, en 1981, comenzó a estudiar cine y a filmar a los 18 años. Ha realizado los cortometrajes Los argonautas (2002). El hombre de la data, Cococho (ambos de 2003), Talitha Koum (2004), Hijo, Bichito de luz (ambos de 2005) y La mudanza (2007). Las flores de mi familia es su primer largometraje.","Born in Montevideo, Uruguay, in 1981, he began to study and make films at the age of 18. He directed the short films Los argonautas (2002), El hombre de la data, Cococho (both in 2003), Talitha Koum (2004), Hijo, Bichito de luz (both in 2005) and La mudanza (2007). Las flores de mi familia is his first feature film.",1,"juan_ignacio_f._hoppe_1.jpg","2012-03-13 14:20:33","2012-03-13 14:20:33"
462,"Brian M.  Cassidy ","Nacido en 1977 en Nueva York, EEUU, se graduó en la Escuela de Artes Visuales de Nueva York. En el 2004 comenzó a trabajar junto a Shatzky y un año después fundaron su propia compañía productora, Pigeon Projects.
","Born in 1977 in New York, USA, he graduated from the New York School of Visual Arts. In 2004 he started working with Shatzky and a year later they founded their own production company, Pigeon Projects.
",1,"brian_m._cassidy_1.jpg","2012-03-13 14:20:48","2012-03-13 14:20:48"
463,"Zach  Weintraub","Nació en la ciudad de Olympia, Estados Unidos. Estudió cine en la Universidad de Nueva York y se graduó con un semestre de anticipación. Bummer Summer (2010), su ópera prima, fue exhibida en Bafici.
","He was born in Olympia, USA. He studied filmmaking at the New York University and graduated one semester in advance. Bummer Summer (2010), his debut film, was screened at Bafici.",1,"zach_weintraub_1.jpg","2012-03-13 14:21:46","2012-03-13 14:21:46"
464,"Felipe Guerrero","Nacido en Colombia en 1975, trabaja hace más de una década como montajista en películas exhibidas y premiadas internacionalmente. Como director debutó con Paraíso (2006), que obtuvo una mención especial a la ópera prima en el FIDMarseille.
","Born in Colombia in 1975, he has worked as an editor for more than a decade, in films that were screened and awarded at international festivals. His directorial debut Paraíso (2006) won a Special Mention for First Film at FIDMarseille.",1,"felipe_guerrero_1.jpg","2012-03-13 14:22:05","2012-03-13 14:22:05"
465,"María Paz González","Nacida en Temuco, Chile, en 1981, se graduó como periodista en la Universidad de Chile y se especializó en realización cinematográfica (en la EICTV cubana) y escritura documental (en la Universidad Católica de Chile). Ha trabajado en diferentes áreas en cine y TV, y dirigió el mediometraje documental Antes que todo (2005). Hija es su primer largometraje.","Born in Temuco, Chile, in 1981, she graduated in Journalism at the University of Chile and specialized in Filmmaking (at the EICTV in Cuba) and documentary scriptwriting (at the Catholic University of Chile). He worked in different areas of Film and TV, and directed the medium-length film Antes que todo (2005). Hija is her first feature film.",1,"maria_paz_gonzalez_1.jpg","2012-03-13 14:22:07","2012-03-13 14:22:07"
466,"Hans-Christian Schmid","Nacido en Altötting, Alemania, en 1965, estudió cine en Munich y luego guión en la USC de Los Angeles. En 2004 fundó la compañía 23/5, con la que produjo, entre otros films, La Lisière de Géraldine Bajard (Bafici ‘11). Dirigió los largometrajes 23 (1998), Crazy (2000), Distant Lights (2003), Réquiem (2006), el documental The Wondrous World of Laundry (2008) y Storm (2009).","Born in Altötting, Germany, in 1965, he studied Film in Munich and later Scriptwriting at the USC in Los Angeles. In 2004 he founded the company 23/5, through which he produced La Lisière de Géraldine Bajard (Bafici ‘11), among other films. He directed 23 (1998), Crazy (2000), Distant Lights (2003), Requiem (2006), the documentary The Wondrous World of Laundry (2008) and Storm (2009).",1,"hans-christian_schmid_1.jpg","2012-03-13 14:23:02","2012-03-13 14:23:02"
467,"Marlon N.  Rivera","Nacido en 1967 en Filipinas, se graduó en comunicación en la Universidad Ateneo de Manila. Trabajó como productor, diseñador de producción y asistente de dirección en publicidad. Durante siete años, fue profesor de Comunicación Visual en la Escuela de Bellas Artes de la Universidad de las Filipinas. The Woman in the Septic Tank es su primer largometraje.
","Born in 1967 in The Philippines, he graduated in Communication at the Ateneo de Manila University. He worked as a producer, production designer, and assistant director in advertising. He taught Visual Communication at the Philippines University’s School of Fine Arts for seven years. The Woman in the Septic Tank is his first feature film.",1,"marlon_n._rivera_1.jpg","2012-03-13 14:23:22","2012-03-13 14:23:22"
468,"Valérie Massadian","Se desempeñó como directora de arte en películas como Mange, ceci est mon corps (2007, Bafici ‘08) y Bye Bye Blondie (2011). Debutó como directora con Nana, por la que fue premiada en el Festival de Cine de Locarno. ","She worked as an art director for films such as Mange, ceci est mon corps (2007, Bafici ‘08) and Bye Bye Blondie (2011). She made her directorial debut with Nana, for which she was awarded at the Locarno Film Festival.",1,"valerie_massadian_1.jpg","2012-03-13 14:24:26","2012-03-13 14:24:26"
469,"Céline Sciamma","Nació en París, Francia, en 1980. Debutó como directora con el film Water Lilies (2007), exhibido en la sección Un Certain Regard del Festival de Cannes. Se desempeñó como guionista en películas como Ivory Tower (Adam Traynor; Bafici ‘10).
","She was born in Paris, France, in 1980. She debuted as filmmaker with Water Lilies (2007), which was screened in Cannes’ Un Certain Regard. She worked as scriptwriter for films like Ivory Tower (Adam Traynor; Bafici ‘10).
",1,"celine_sciamma_1.jpg","2012-03-13 14:25:17","2012-03-13 14:25:17"
470,"Sacha  Polak","Nacida en Amsterdam, Holanda, en 1982, se graduó en la Academia Holandesa de Cine y Televisión con el cortometraje Teer (2006). Luego dirigió los cortos El Mourabbi (2007), Drang (2008) y Brother (2011), y el mediometraje Under the Table (también de 2008). Hemel es su primer largometraje.
","Born in Amsterdam, The Netherlands, in 1982, she graduated from the Dutch Film and TV Academy with the short film Teer (2006). She later directed the shorts El Mourabbi (2007), Drang (2008) and Brother (2011), and the medium length film Under the Table (also in 2008). Hemel is her first feature film.",1,"sacha_polak_1.jpg","2012-03-13 14:26:16","2012-03-13 14:26:16"
471,"Nadav  Lapid","Nació en Tel Aviv, Israel, en 1975. Estudió historia y filosofía antes de formarse en la Escuela de Cine y Televisión Sam Spiegel, en Jerusalén. Dirigió los cortometrajes Border Project (2004) y Road (2005), y el film Emile’s Girlfriend (2006) como trabajo de graduación. En el 2001 publicó la novela Continues to Dance.
","He was born in Tel Aviv, Israel, in 1975. He studied History and Philosophy before his training at the Sam Spiegel Film and TV School in Jerusalem. He directed the shorts Border Project (2004) and Road (2005), and the film Emile’s Girlfriend (2006) as a graduation assignment. In 2001 he published the novel Continues to Dance.
",1,"nadav_lapid_1.jpg","2012-03-13 14:26:56","2012-03-13 14:26:56"
472,"Ian Clark","Nacido en 1983, estudió fotografía en la Universidad de Montana y arte digital en la Universidad de Oregon, donde vive y trabaja. En 2009 cofundó, curó y dirigió el primer Festival de Cine del Este de Oregon. Dirigió el mediometraje Pool Room (2010) y el corto Searching for Yellow (2011), entre otros trabajos.","Born in 1983, he studied photography at the University of Montana and Digital Art at the University of Oregon, where he currently lives and works. In 2009 he co-founded, curated, and directed the first East Oregon Film Festival. He directed the medium length film Pool Room (2010) and the short film Searching for Yellow (2011), among other works.",1,"ian_clark_1.jpg","2012-03-13 14:27:05","2012-03-13 14:27:05"
473,"Maja  Milos","Nacida en 1983 en Belgrado, Serbia, se graduó como directora de cine en la Universidad de las Artes de esa ciudad. En 2005 participó del Talent Campus de la Berlinale y en 2006 estudió en la Escuela de Cine Documental de París. Dirigió los cortos Interval (2003), Les Cousins (2006) y Dust (2008), entre otros. Clip es su primer largometraje.
","Born in 1983 in Belgrade, Serbia, she graduated in Filmmaking at the local Arts University. In 2005 he participated in the Berlinale Talent Campus and in 2006 she attended the Documentary Filmmaking School in Paris. She directed the short films Interval (2003), Les Cousins (2006) and Dust (2008), among others. Clip is her first full-length film.",1,"maja_milos_1.jpg","2012-03-13 14:27:56","2012-03-13 14:27:56"
474,"Carlo Guillermo Proto ","Nacido en Quillota, Chile, en 1979, vive y trabaja en Montreal, Canadá. Allí creó, en 2005, la compañía productora The Handshake, que desarrolla películas documentales y de ficción enfocadas en las relaciones entre identidad, experiencia humana, geografía y etnicidad. Ha dirigido los cortos Pura sangre (2005) y Peggy, Denis and Lauviah (2007), entre otros.","Born in Quillota, Chile, in 1979, he lives and works in Montreal, Canada. In 2005 he founded there the production company The Handshake, which develops documentaries and fiction films focused on the links between identity, human experience, geography, and ethnicity. He directed the shorts Pura sangre (2005) and Peggy, Denis and Lauviah (2007), among others.",1,"carlo_guillermo_proto_1.jpg","2012-03-13 14:28:03","2012-03-23 14:31:37"
475,"Germán Scelso","Nació en Buenos Aires en 1976, y estudió cine en la Universidad Nacional de Córdoba. Desde 1995, ha dirigido documentales que fueron exhibidos en festivales nacionales e internacionales, como El fin (1996), De ojos privada (2003), El engaño (2009), Un pensamiento de Laura (2009), El modelo (2010) y Lágrima de María Luisa (2011).","He was born in Buenos Aires in 1976, and studied Filmmaking at the National University of Córdoba. Since 1995, he has directed documentaries that were screened in local and international festivals, like El fin (1996), De ojos privada (2003), El engaño (2009), Un pensamiento de Laura (2009), El modelo (2010) and Lágrima de María Luisa (2011).",1,"german_scelso_1.jpg","2012-03-13 14:28:48","2012-03-13 14:28:48"
476,"Jessica Krummacher","Nació en Ruhr, Alemania, en 1978. Estudió periodismo y realización documental en la Universidad de Televisión y Cine de Munich. Antes de Totem, su primer largometraje, realizó varios cortos y se desempeñó como productora del film Morscholz (Timo Müller; 2008).","She was born in Ruhr, Germany, in 1978. She studied journalism and documentary filmmaking at the Munich University of TV and Film. She directed several shorts and worked as a producer for Morscholz (Timo Müller; 2008) before directing her first feature, Totem.",1,"jessica_krummacher_1.jpg","2012-03-13 14:30:11","2012-03-13 14:30:11"
477,"Jonathan  Perel","Nació en Buenos Aires en 1976. Estudió artes combinadas en la UBA, y dirigió los cortometraje 5 (Cinco) (Bafici ‘08) y Los murales (Bafici ‘11), la video-instalación Lunes: Cerrado (2008) y el largometraje El predio, que participó en la competencia de Cine del Futuro en el Bafici ‘10. 
","He was born in Buenos Aires in 1976. He studied Combined Arts in the UBA, and directed the short films 5 (Cinco) (Bafici ‘08) and The Murals (Bafici ‘11), the video-installation Lunes: Cerrado (2008) and the feature El predio, programmed in the Cinema of the Future competition in Bafici ‘10. ",1,"jonathan_perel_1.jpg","2012-03-13 14:30:30","2012-03-13 14:30:30"
478,"Diego  Prado","Nació en la provincia de Buenos Aires en 1987. Estudió comunicación audiovisual en La Plata. Realizó los cortometrajes, No se ve (2010; Festival REC) y Efigies (2010; mejor documental en el XXVI Concurso Nacional de Cine y Video Independiente de Cipolletti), entre otros. 
","He was born in the Buenos Aires province in 1987. He studied Audiovisual Communication in La Plata. He directed the shorts No se ve (2010; REC Festival) and Efigies (2010; Best Documentary at the 26th Cipolletti National Independent Film and Video Contest), among others. ",1,"diego_prado_1.jpg","2012-03-13 14:31:28","2012-03-13 14:31:28"
479,"Emiliano  Jelicié ","Nació en 1974 en Buenos Aires, donde estudió jazz contemporáneo y fue baterista. Luego se graduó en letras en la UBA. Ejerce la crítica, la docencia y la investigación. Escribió el libro Borges va al cine (2010), junto a Gonzalo Aguilar. Ante la ley es su primera película.
","He was born in 1974 in Buenos Aires, where he studied contemporary jazz and worked as a drummer. He later majored in Literature at the UBA. He works as a film critic, professor, and researcher. He wrote the book Borges va al cine (2010), together with Gonzalo Aguilar. Ante la ley is his first film.",1,"emiliano_jelicie_1.jpg","2012-03-13 14:32:11","2012-03-13 14:32:11"
480,"Pablo  Klappenbach","Nacido en 1978, estudió letras en la UBA y fotografía en el SICA. Participó en la revista Otrocampo y en el colectivo 1000 Metros Bajo Tierra. Dirigió Días de plata (2005), Hippie (2009) y, junto a Alfredo García Reinoso, el largo de ficción Tripa corazón (2008).
","Born in 1978, he studied Literature at the UBA and photography at SICA. He wrote for the magazine Otrocampo and participated in the 1000 Metros Bajo Tierra group. He directed Días de plata (2005), Hippie (2009) and the fiction film Tripa corazón (2008) together with Alfredo García Reinoso.",1,"pablo_klappenbach_1.jpg","2012-03-13 14:32:47","2012-03-13 14:35:14"
481,"Inés de  Oliveira Cézar","Nacida en Buenos Aires en 1964, inició sus primeros cursos de dirección y puesta en escena en la década del ‘80; luego se licenció en psicología y trabajó en cine y publicidad. Su ópera prima es La entrega (1999); la siguieron Como pasan las horas (2005), Extranjera (2007) y El recuento de los daños (2010), todas exhibidas en el Bafici.","Born in 1964 in Buenos Aires, she began her studies in Filmmaking and Staging in the 1980s. She later graduated in Psychology and worked both in the film and advertising industries. Her first film was Delivery (1999), followed by The Hours Go By (2005), Foreigner (2007) and The Counting of the Damages (2010), all of them screened at Bafici.",1,"ines_de_oliveira_cezar_1.jpg","2012-03-13 14:34:39","2012-03-20 17:56:50"
482,"Anca Damian","Nació en Rumania en 1962 y se formó en la Academia de Teatro y Artes Cinematográficas. Se desempeñó como directora de fotografía en los films Forgotten By God (1991) y The Way of Dogs (1992). Debutó como directora, guionista y productora con la película Crossing Dates (2008).","She was born in Romania in 1962 and studied at the Theater and Cinematographic Arts Academy. She worked as a cinematographer in the films Forgotten By God (1991) and The Way of Dogs (1992). She debuted as filmmaker, scriptwriter and producer with Crossing Dates (2008).",1,"anca_damian_1.jpg","2012-03-13 14:35:01","2012-03-13 14:35:01"
483,"José Luis  García","Nació en Buenos Aires en 1965. Se formó junto a Ricardo Becher y fue discípulo de Felix Monti. Además trabajó como director de fotografía con los directores Martín Rejtman, Fernando Spiner y Alejandro Agresti, entre otros. Realizó el largometraje Cándido López, los campos de batalla (Bafici ‘05; premios del público y SIGNIS, Cóndor al Mejor Documental y al Mejor Guión Documental).
","He was born in Buenos Aires in 1965. He trained with Ricardo Becher and was a disciple of Felix Monti. He also worked as a cinematographer for directors Martín Rejtman, Fernando Spiner and Alejandro Agresti, among others. He directed the film Cándido López, los campos de batalla (BAFICI ‘05; Audience and SIGNIS awards, Condor for Best Documentary and Best Documentary Script).",1,"jose_luis_garcia_1.jpg","2012-03-13 14:36:19","2012-03-28 16:02:38"
484,"Gonzalo  Castro","Nacido en Buenos Aires en 1972, dirigió Resfriada (premio al mejor director argentino del Bafici ‘08), Cocina (Bafici ‘09) e Invernadero (mejor película argentina del Bafici ‘10). Como novelista, ha publicado los libros Hidrografía doméstica (2004) y Hélice (2010), ambos a través de Entropía, la editorial independiente que él mismo creó y dirige.
","Born in Buenos Aires in 1972, he directed Resfriada (Best Argentine Director at Bafici ‘08), Cocina (Bafici ‘09) and Invernadero (Best Argentine Film at Bafici ‘10). As a novelist, he has published the books Hidrografía doméstica (2004) and Hélice (2010), both through Entropía, the independent publishing company of which he is founder and director.",1,"gonzalo_castro_1.jpg","2012-03-13 14:37:15","2012-03-13 14:37:15"
